user_played, instrument_name, velocity, pitch, start (s), end (s)
True,piano,80,64,0.0,1.6115584145833333
True,piano,80,67,0.0,1.6115584145833333
True,piano,80,72,0.0,1.6115584145833333
False,piano,80,36,0.0,2.580644
False,piano,80,60,0.0,2.580644
False,piano,80,64,0.0,2.580644
False,piano,80,67,0.0,2.580644
False,piano,80,48,0.0,0.6438169145833333
False,piano,80,36,0.0,2.5792999145833333
False,piano,80,48,0.645161,1.2889779145833333
False,piano,80,48,1.290322,1.9341389145833334
True,piano,80,67,1.6129025,2.2567194145833334
True,piano,80,72,1.6129025,2.2567194145833334
True,piano,80,76,1.6129025,2.2567194145833334
False,piano,80,48,1.935483,2.5792999145833333
True,piano,80,67,2.2580635,4.192202414583333
True,piano,80,71,2.2580635,4.192202414583333
True,piano,80,74,2.2580635,4.192202414583333
False,piano,80,43,2.580644,5.161288
False,piano,80,62,2.580644,5.161288
False,piano,80,67,2.580644,5.161288
False,piano,80,71,2.580644,5.161288
False,piano,80,55,2.580644,3.224460914583333
False,piano,80,43,2.580644,5.159943914583334
False,piano,80,55,3.225805,3.8696219145833335
False,piano,80,55,3.870966,4.514782914583334
True,piano,80,67,4.1935465,4.837363414583334
True,piano,80,71,4.1935465,4.837363414583334
True,piano,80,76,4.1935465,4.837363414583334
False,piano,80,55,4.516127,5.159943914583334
True,piano,80,64,4.8387075,6.772846414583333
True,piano,80,69,4.8387075,6.772846414583333
True,piano,80,72,4.8387075,6.772846414583333
False,piano,80,45,5.161288,7.741932
False,piano,80,60,5.161288,7.741932
False,piano,80,64,5.161288,7.741932
False,piano,80,69,5.161288,7.741932
False,piano,80,57,5.161288,5.8051049145833336
False,piano,80,45,5.161288,7.740587914583333
False,piano,80,57,5.806449,6.450265914583333
False,piano,80,57,6.45161,7.095426914583333
True,piano,80,69,6.7741905000000004,7.418007414583333
True,piano,80,72,6.7741905000000004,7.418007414583333
True,piano,80,76,6.7741905000000004,7.418007414583333
False,piano,80,57,7.096771,7.740587914583333
True,piano,80,60,7.4193515,9.998651414583334
True,piano,80,65,7.4193515,9.998651414583334
False,piano,80,41,7.741932,10.322576
False,piano,80,60,7.741932,10.322576
False,piano,80,65,7.741932,10.322576
False,piano,80,69,7.741932,10.322576
False,piano,80,53,7.741932,8.385748914583333
False,piano,80,41,7.741932,10.321231914583333
False,piano,80,53,8.387093,9.030909914583333
False,piano,80,53,9.032254,9.676070914583333
False,piano,80,53,9.677415,10.321231914583333
True,piano,80,67,9.9999955,10.321231914583333
True,piano,80,60,10.322576,11.934134414583333
True,piano,80,64,10.322576,11.934134414583333
True,piano,80,67,10.322576,11.934134414583333
False,piano,80,36,10.322576,12.90322
False,piano,80,60,10.322576,12.90322
False,piano,80,64,10.322576,12.90322
False,piano,80,67,10.322576,12.90322
False,piano,80,48,10.322576,10.966392914583333
False,piano,80,36,10.322576,12.901875914583334
False,piano,80,48,10.967737,11.611553914583334
False,piano,80,48,11.612898,12.256714914583334
True,piano,80,67,11.9354785,12.579295414583333
True,piano,80,72,11.9354785,12.579295414583333
True,piano,80,76,11.9354785,12.579295414583333
False,piano,80,48,12.258059,12.901875914583334
True,piano,80,67,12.5806395,14.514778414583333
True,piano,80,71,12.5806395,14.514778414583333
True,piano,80,74,12.5806395,14.514778414583333
False,piano,80,43,12.90322,15.483864
False,piano,80,62,12.90322,15.483864
False,piano,80,67,12.90322,15.483864
False,piano,80,71,12.90322,15.483864
False,piano,80,55,12.90322,13.547036914583334
False,piano,80,43,12.90322,15.482519914583333
False,piano,80,55,13.548381000000001,14.192197914583334
False,piano,80,55,14.193542,14.837358914583334
True,piano,80,67,14.5161225,15.159939414583333
True,piano,80,71,14.5161225,15.159939414583333
True,piano,80,76,14.5161225,15.159939414583333
False,piano,80,55,14.838703,15.482519914583333
True,piano,80,64,15.1612835,17.095422414583332
True,piano,80,69,15.1612835,17.095422414583332
True,piano,80,72,15.1612835,17.095422414583332
False,piano,80,45,15.483864,18.064508
False,piano,80,60,15.483864,18.064508
False,piano,80,64,15.483864,18.064508
False,piano,80,69,15.483864,18.064508
False,piano,80,57,15.483864,16.127680914583333
False,piano,80,45,15.483864,18.063163914583335
False,piano,80,57,16.129025,16.772841914583335
False,piano,80,57,16.774186,17.418002914583333
True,piano,80,69,17.0967665,17.740583414583334
True,piano,80,72,17.0967665,17.740583414583334
True,piano,80,76,17.0967665,17.740583414583334
False,piano,80,57,17.419347000000002,18.063163914583335
True,piano,80,60,17.7419275,20.321227414583333
True,piano,80,65,17.7419275,20.321227414583333
False,piano,80,41,18.064508,20.645152
False,piano,80,60,18.064508,20.645152
False,piano,80,65,18.064508,20.645152
False,piano,80,69,18.064508,20.645152
False,piano,80,53,18.064508,18.708324914583333
False,piano,80,41,18.064508,20.643807914583334
False,piano,80,53,18.709669,19.353485914583334
False,piano,80,53,19.35483,20.643807914583334
True,piano,80,72,20.3225715,20.643807914583334
True,piano,80,72,20.645152,20.966388414583335
False,piano,80,36,20.645152,23.225796
False,piano,80,60,20.645152,23.225796
False,piano,80,64,20.645152,23.225796
False,piano,80,67,20.645152,23.225796
False,piano,80,48,20.645152,21.288968914583332
False,piano,80,52,20.645152,21.288968914583332
False,piano,80,55,20.645152,21.288968914583332
True,piano,80,72,20.9677325,21.288968914583332
True,piano,80,69,21.290313,21.611549414583333
False,piano,80,48,21.290313,21.934129914583334
False,piano,80,52,21.290313,21.934129914583334
False,piano,80,55,21.290313,21.934129914583334
True,piano,80,72,21.6128935,22.095420164583334
False,piano,80,48,21.935474,22.579290914583332
False,piano,80,52,21.935474,22.579290914583332
False,piano,80,55,21.935474,22.579290914583332
True,piano,80,72,22.09676425,22.256710414583335
True,piano,80,67,22.2580545,22.901871414583333
False,piano,80,48,22.580635,23.224451914583334
False,piano,80,52,22.580635,23.224451914583334
False,piano,80,55,22.580635,23.224451914583334
True,piano,80,72,22.9032155,23.224451914583334
True,piano,80,74,23.225796,23.547032414583335
False,piano,80,43,23.225796,25.80644
False,piano,80,62,23.225796,25.80644
False,piano,80,67,23.225796,25.80644
False,piano,80,71,23.225796,25.80644
False,piano,80,47,23.225796,23.869612914583332
False,piano,80,50,23.225796,23.869612914583332
False,piano,80,55,23.225796,23.869612914583332
True,piano,80,74,23.5483765,24.192193414583333
False,piano,80,47,23.870957,24.514773914583333
False,piano,80,50,23.870957,24.514773914583333
False,piano,80,55,23.870957,24.514773914583333
True,piano,80,74,24.1935375,24.514773914583333
True,piano,80,72,24.516118,25.805095914583333
False,piano,80,47,24.516118,25.159934914583335
False,piano,80,50,24.516118,25.159934914583335
False,piano,80,55,24.516118,25.159934914583335
False,piano,80,47,25.161279,25.805095914583333
False,piano,80,50,25.161279,25.805095914583333
False,piano,80,55,25.161279,25.805095914583333
True,piano,80,76,25.80644,25.966386164583334
False,piano,80,45,25.80644,28.387084
False,piano,80,60,25.80644,28.387084
False,piano,80,64,25.80644,28.387084
False,piano,80,69,25.80644,28.387084
False,piano,80,48,25.80644,26.450256914583335
False,piano,80,52,25.80644,26.450256914583335
False,piano,80,57,25.80644,26.450256914583335
True,piano,80,76,25.96773025,26.127676414583334
True,piano,80,76,26.1290205,26.450256914583335
True,piano,80,76,26.451601,26.772837414583332
False,piano,80,48,26.451601,27.095417914583333
False,piano,80,52,26.451601,27.095417914583333
False,piano,80,57,26.451601,27.095417914583333
True,piano,80,74,26.7741815,27.417998414583334
False,piano,80,48,27.096762000000002,27.740578914583335
False,piano,80,52,27.096762000000002,27.740578914583335
False,piano,80,57,27.096762000000002,27.740578914583335
True,piano,80,72,27.4193425,28.063159414583332
False,piano,80,48,27.741923,28.385739914583333
False,piano,80,52,27.741923,28.385739914583333
False,piano,80,57,27.741923,28.385739914583333
True,piano,80,65,28.0645035,28.708320414583334
False,piano,80,41,28.387084,30.967728
False,piano,80,60,28.387084,30.967728
False,piano,80,65,28.387084,30.967728
False,piano,80,69,28.387084,30.967728
False,piano,80,48,28.387084,29.030900914583334
False,piano,80,53,28.387084,29.030900914583334
False,piano,80,57,28.387084,29.030900914583334
True,piano,80,65,28.7096645,29.353481414583335
False,piano,80,48,29.032245,29.676061914583332
False,piano,80,53,29.032245,29.676061914583332
False,piano,80,57,29.032245,29.676061914583332
True,piano,80,72,29.3548255,29.998642414583333
False,piano,80,48,29.677406,30.321222914583334
False,piano,80,53,29.677406,30.321222914583334
False,piano,80,57,29.677406,30.321222914583334
True,piano,80,72,29.9999865,30.321222914583334
True,piano,80,72,30.322567,30.966383914583332
False,piano,80,48,30.322567,30.966383914583332
False,piano,80,53,30.322567,30.966383914583332
False,piano,80,57,30.322567,30.966383914583332
False,piano,80,36,30.967728,33.548372
False,piano,80,60,30.967728,33.548372
False,piano,80,64,30.967728,33.548372
False,piano,80,67,30.967728,33.548372
False,piano,80,48,30.967728,31.611544914583334
False,piano,80,52,30.967728,31.611544914583334
False,piano,80,55,30.967728,31.611544914583334
