user_played, instrument_name, velocity, pitch, start (s), end (s)
True,piano,120,76,0.03333333333333333,0.225
False,piano,120,76,0.03333333333333333,0.225
True,piano,120,75,0.2375,0.43333333333333335
False,piano,120,75,0.2375,0.43333333333333335
True,piano,120,76,0.43333333333333335,0.625
False,piano,120,76,0.43333333333333335,0.625
False,piano,120,75,0.6333333333333333,0.825
True,piano,120,75,0.6375,0.8333333333333334
False,piano,120,76,0.8333333333333334,1.025
True,piano,120,76,0.8375,1.0333333333333334
True,piano,120,71,1.0333333333333334,1.225
False,piano,120,71,1.0333333333333334,1.225
True,piano,120,74,1.2375,1.4333333333333333
False,piano,120,74,1.2375,1.4333333333333333
True,piano,120,72,1.4375,1.6333333333333333
False,piano,120,72,1.4375,1.6333333333333333
False,piano,120,45,1.6333333333333333,1.825
False,piano,120,69,1.6333333333333333,2.025
True,piano,120,69,1.6375,2.033333333333333
False,piano,120,45,1.6375,1.8333333333333333
False,piano,120,52,1.8333333333333333,2.025
False,piano,120,52,1.8375,2.033333333333333
False,piano,120,57,2.033333333333333,2.225
False,piano,120,57,2.0375,2.2333333333333334
False,piano,120,60,2.2333333333333334,2.425
True,piano,120,60,2.2375,2.433333333333333
True,piano,120,64,2.4375,2.6333333333333333
False,piano,120,64,2.4375,2.6333333333333333
True,piano,120,69,2.6333333333333333,2.825
False,piano,120,69,2.6375,2.8333333333333335
True,piano,120,71,2.8333333333333335,3.225
False,piano,120,40,2.8333333333333335,3.025
False,piano,120,71,2.8333333333333335,3.225
False,piano,120,40,2.8375,3.033333333333333
False,piano,120,52,3.033333333333333,3.225
False,piano,120,52,3.0375,3.2333333333333334
False,piano,120,56,3.2333333333333334,3.425
False,piano,120,56,3.2375,3.433333333333333
True,piano,120,64,3.433333333333333,3.625
False,piano,120,64,3.4375,3.6333333333333333
True,piano,120,68,3.6333333333333333,3.825
False,piano,120,68,3.6375,3.8333333333333335
False,piano,120,71,3.8333333333333335,4.025
True,piano,120,71,3.8375,4.033333333333333
True,piano,120,72,4.033333333333333,4.425
False,piano,120,72,4.033333333333333,4.425
False,piano,120,45,4.0375,4.233333333333333
False,piano,120,45,4.0375,4.233333333333333
False,piano,120,52,4.2375,4.433333333333334
False,piano,120,52,4.2375,4.433333333333334
False,piano,120,57,4.4375,4.633333333333334
False,piano,120,57,4.4375,4.633333333333334
True,piano,120,64,4.633333333333334,4.825
False,piano,120,64,4.633333333333334,4.825
True,piano,120,76,4.833333333333333,5.025
False,piano,120,76,4.833333333333333,5.025
False,piano,120,75,5.033333333333333,5.225
True,piano,120,75,5.0375,5.233333333333333
False,piano,120,76,5.233333333333333,5.425
True,piano,120,76,5.2375,5.433333333333334
True,piano,120,75,5.4375,5.633333333333334
False,piano,120,75,5.4375,5.633333333333334
False,piano,120,76,5.633333333333334,5.825
True,piano,120,76,5.6375,5.833333333333333
True,piano,120,71,5.833333333333333,6.025
False,piano,120,71,5.833333333333333,6.025
True,piano,120,74,6.0375,6.233333333333333
False,piano,120,74,6.0375,6.233333333333333
True,piano,120,72,6.233333333333333,6.425
False,piano,120,72,6.233333333333333,6.425
True,piano,120,69,6.433333333333334,6.825
False,piano,120,45,6.433333333333334,6.625
False,piano,120,69,6.433333333333334,6.825
False,piano,120,45,6.4375,6.633333333333334
False,piano,120,52,6.633333333333334,6.825
False,piano,120,52,6.6375,6.833333333333333
False,piano,120,57,6.833333333333333,7.025
False,piano,120,57,6.833333333333333,7.025
True,piano,120,60,7.0375,7.233333333333333
False,piano,120,60,7.0375,7.233333333333333
False,piano,120,64,7.233333333333333,7.425
True,piano,120,64,7.2375,7.433333333333334
True,piano,120,69,7.4375,7.633333333333334
False,piano,120,69,7.4375,7.633333333333334
True,piano,120,71,7.633333333333334,8.225
False,piano,120,40,7.633333333333334,7.825
